Name,Type
muskotally,White
muskotály,White
ottonel,White
ottonel frontignan,White
ottonel muscotally,White
ottonel muskotály,White
tǎmîioasǎ ottonel,White
muscat de craciunel tirnave,White
tamiioasa ottonel,White
nasco,White
basco bianco,White
nasco bianco,White
nasco di sardegna,White
nascu,White
nasko sardinskii,White
nusco,White
ogu de aranna,White
resu,White
neherleschol,White
neuburger,White
brubler,White
brugler,White
feher neuburger,White
feher neuburgi,White
feher neuburgi ujvari,White
neiburger,White
neuburg,White
neuburger alb,White
neuburger blanc,White
neuburger weisser,White
neuburgi,White
neuburgske,White
neuburske,White
neue rebe,White
neugurger bijeli,White
nojburger,White
novogradski,White
ujvari,White
weisser neuburger,White
nobling,White
staatliches weinbauinstitut freiburg: fr 128-40,White
freiburg 128-40,White
nosiola,White
nuragus,White
abbondosa,White
abboudossa,White
abbsudosa,White
abundans,White
aksina de marjian,White
aksina de popurus,White
axina de margiai,White
axina de popurus,White
axina scacciadeppidus,White
bruscu biancu,White
burdu,White
garna chchija,White
garnaccia,White
granazza,White
lacconargiu,White
malvasia di luras,White
meragus,White
nugarus,White
nuragus blanc de sardaigne,White
nuragus moscadeddu,White
nuragus moscatello,White
nuragus trebbiana,White
ondenc,White
austenq,White
béquin,White
bergeracois,White
blanc de gaillac,White
blanc select,White
blanc selection carrière,White
blanquette,White
blanquette sucrée,White
chaloche,White
chalosse,White
cu de brecherou,White
doudant blanc,White
doundent,White
dourec,White
dourech,White
fronsadais,White
gaillac,White
irvine's white,White
mauzac,White
œil de tour,White
ondain,White
ondainc,White
ondent,White
ondin,White
oundenc,White
oundenq,White
oustenc,White
oustenq,White
oustenque,White
piquepout de moissac,White
plant de gaillac,White
prendiou,White
prentiou,White
primai,White
primaic,White
primard,White
printiou,White
riverain,White
sable blanc,White
semis blanc,White
sencit blanc,White
sensit blanc,White
sercial,White
optima,White
geilweilerhof 33-13-113,White
gf 33-13-113,White
oraniensteiner,White
orion,White
geilweilerhof ga-58-30,White
gf ga-58-30,White
ortega,White
ortrugo,White
altrughe,White
altrugo,White
altrugo de rovescala,White
altrugo de rovalesca,White
artrugo,White
barbasina,White
barbesina,White
barbesino,White
barbesino bianco,White
barbsin agglomerato,White
barbsin bianco,White
ortrugo de rovescala,White
trebbiano di tortona,White
vernasino bianco,White
vernesina,White
oz,White
pagedebit,White
pallagrello bianco,White
pallarelli,White
pallagrella bianca,White
pallagrello di avellino,White
pallarella,White
piedimonte bianco,White
palomino,White
listan,White
perrum,White
pampanuto,White
pampanino,White
la pampanuta,White
pampanino,White
pampanuta,White
pampanuto di terlizzi,White
rizzulo,White
parč,White
pardillo,White
pardina,White
parellada,White
martorella,White
montonec,White
montonech,White
montonega,White
montoneo,White
montonero,White
montonet,White
parellada blanc,White
perelada,White
perellada,White
pascal blanc,White
brun blanc,White
jacobin violet,White
ostertraube,White
pascal,White
pascaou blanc,White
plant pascal,White
plant pascolu,White
passerina,White
pecorino,White
pecorello,White
arquitano,White
biancuccia,White
bifolchetto,White
bifolco,White
bifolvo,White
dolcipappola,White
dolcipappolo,White
forcese,White
forconese,White
iuvino,White
juvino,White
lanzesa,White
moscianello,White
mosciolo,White
mostarello,White
norcino,White
pecorella,White
pecorello,White
pecorello di rogliano,White
pecori,White
pecorina,White
pecorina aquitanella,White
pecorina arquatanella,White
pecorino bianco,White
pecorino de arquata,White
pecorino di arquata,White
pecorino di osimo,White
piscianello,White
piscianino,White
promotico,White
sgranarella,White
stricarella,White
striccarella,White
trebbiano viccio,White
uva cani,White
uva degli osti,White
uva dell'occhio piccola,White
uva delle donne,White
uva delle peccore,White
uvarella,White
uvina,White
vecia,White
verdicchio bastardo bianco,White
vissanello,White
vissanello bianco,White
pedro giménez,White
pedro ximénez,White
px,White
alamís,White
alamais,White
chirones,White
corinto bianco,White
don bueno,White
jimenez,White
pedro,White
himenez,White
ximénez,White
ximénès,White
pedro jimenez,White
pedro khimenes,White
pedro ximénès,White
pedro ximenes,White
pedro ximenez,White
pedro ximenez bijeli,White
pedro ximenes de jerez,White
pedro ximenez de montilla,White
pedro ximinez,White
pero ximen,White
perrum,White
pasa rosada de malaga,White
pierre ximenes,White
uva pero ximenez,White
uva pero ximen,White
uva pero ximenes,White
pero ximenez,White
ximen,White
ximenes,White
ximenez,White
alamis de totana,White
alamis,White
myuskadel,White
verdello,White
ximenecia,White
zalema colchicina,White
the abbreviation px,White
perle,White
petit courbu,White
courbu,White
courbu petit,White
petit manseng,White
izkiriota ttipi,White
escriberou,White
ichiriota zuria tipia,White
mansein,White
mansein blanc,White
manseing,White
mansenc blanc,White
mansenc grisroux,White
manseng blanc,White
manseng petit blanc,White
mansengou,White
mansic,White
mansin,White
mausec,White
mausenc blanc,White
miot,White
petit mansenc,White
petit manseng blanc,White
petit meslier,White
arbonne,White
barnay,White
bernais,White
bernet,White
co de france,White
crene,White
feuille d'ozerolle,White
hennequin,White
lepine,White
maille,White
maye,White
melie,White
melie blanc,White
melier,White
meslier de champagne,White
meslier dore,White
meslier petit a queue rouge,White
meslier vert,White
mornain blanc,White
orbois,White
petit meslier,White
petit meslier a queue rouge,White
petit meslier dore,White
queue rouge,White
saint lye,White
petite arvine,White
picardin,White
picardan,White
aragnan blanc,White
aragnan,White
aragnan blanc,White
araignan,White
araignan blanc,White
gallet,White
gallet blanc,White
grosse clairette,White
milhaud blanc,White
oeillade blanche,White
papadoux,White
picardan,White
picardan blanc,White
piquardan,White
piquardant,White
picolit,White
piccolit,White
piccolito,White
balafan,White
balafant,White
blaustengler,White
blaustingl weiss,White
kek nyeliü,White
keknyelü,White
kel'ner,White
peccoleto bianco,White
piccolet,White
piccoletta,White
piccolit,White
piccoliti bianco,White
piccolito,White
piccolito bianco,White
piccolito del friuli,White
piccolitt,White
piccolitto,White
piccolitto friulano,White
picoleto bianco,White
piculit,White
pikolit,White
pikolit weiss,White
piros keknyelü,White
ranful weiss,White
szabo istvan,White
szod bajor,White
uva del friuli,White
weisser blaustingl,White
weisser ranful,White
wisellertraube weiss,White
picpoul,White
piquepoul blanc,White
piquepoul gris,White
avello,White
avillo,White
extra,White
feher piquepoul,White
languedocien,White
picapoll,White
picapolla,White
picapulla,White
picpoul,White
picpoul de pinet avillo,White
languedocien,White
picapulla,White
picpoul,White
pikepul seryi,White
piquepoul rose,White
szürke piquepoul,White
pigato,White
pignerol,White
pignoletto,White
pinella,White
pinela,White
pinot blanc,White
pinot bianco,White
klevner,White
weissburgunder,White
pinot gris,White
pinot grigio,White
grauburgunder,White
malvoisie,White
pinot jaune,White
szürkebarát,White
planta fina,White
planta nova,White
plavai,White
plavay,White
pošip,White
prensal,White
moll,White
pensal blanca,White
premsal,White
premsal blanca,White
prensal blanc,White
prié blanc,White
blanc de morgex,White
agostenga,White
agostana,White
agostenga bianca agostenga blanc,White
agostina,White
agostinga,White
aostenga,White
augustina,White
augusttraube,White
bernarde,White
bernarde nel vallese,White
bernardine,White
bianca capella,White
bianca capello,White
blanc commun,White
blanc de la salle,White
blanc de morgex,White
blanc du valdigne,White
blanc gros,White
blanc petit,White
cibebo bianco,White
daniela,White
danijela,White
early green madeira,White
frueher leipziger,White
giruelo,White
gros blanc,White
hedvabne zlute,White
hodvabne zelene,White
hodvabne zlte,White
kienzheimer,White
kilianer,White
legiruela,White
leipziger frueh,White
lugliatica verde,White
luglienca bianca,White
lyany mello,White
maddalena salomon,White
madeleine alice,White
madeleine alice salomon,White
malvasia belaia,White
malvasier frueh weiss,White
malvaziya belaya,White
perltraube,White
petit blanc,White
plant de la salle,White
precoce de kientzheim,White
prie,White
prie bianco,White
rabolina weiss,White
raisin d'aout,White
rosinentraube,White
seidentraube gruen,White
uva agostina,White
uva d'agosto,White
uva luce,White
vert precoce de madere,White
weisswaelscher,White
zibebe weiss,White
prosecco,White
glera,White
ghera,White
glere,White
grappolo spargolo,White
prosecco tondo,White
prosecco,White
prosecco balbi,White
prosecco bianco,White
prosecco nostrano,White
prosecco tondo,White
proseko sciprina,White
serpina,White
uva pissona,White
prunesta,White
bermestia nera,White
bermestia rossa,White
bermestia violacea,White
bermestia violata,White
pergola rossa,White
pergolese di tivoli,White
pergonesi di tivoli,White
prunesta di ruovo,White
prunesta di ruvo,White
prunesta nera,White
prunesta rossa,White
prunesta violacea,White
prunestra rosso violacea,White
uva d'inverno,White
uva del soldato,White
uva roja,White
uva rossa di cagliari,White
rabigato,White
rabo de ovelha,White
raisin blanc,White
rauschling,White
rāuschling,White
brauner nürnberger,White
brauner würnberger,White
buchelin,White
deutsche trauben,White
divicina,White
divizhna,White
divizhna vizhna,White
dretsch,White
drötsch,White
drutsch,White
dünnelbling,White
erjava tizhna,White
frankentraube,White
furmentin,White
gros fendant,White
großfränkisch,White
großer räuschling,White
großer röuschling,White
großer traminer,White
grünspat,White
guay jaune,White
heinzler,White
klaffer,White
klöpfer,White
luttenberger,White
luttenbergerstock,White
luttenbershna,White
lyonnaise,White
offenburger,White
padebecker,White
pfäffling,White
pfaffentraube,White
reuschling,White
röschling,White
rössling,White
ruchelin,White
ruschling,White
rüschlig,White
rüschling,White
rüssling,White
silberräuschling,White
silberweiß,White
szrebrobella,White
thuner,White
thunerrebe,White
vigne de zuri,White
weißer dünnelbling,White
weißer kläpfer,White
weißer lagrein,White
weißer räuschling,White
weißwelsch,White
weißwelscher,White
welsche,White
zürirebe,White
zürichrebe,White
züriweiss,White
züriwiss,White
regner,White
reichensteiner,White
retagliado bianco,White
arba luxi,White
arretallace,White
arretallau,White
arrosto portedium,White
arrotelas,White
bianca lucente,White
bianca lucida,White
co 'e erbei,White
coa de brebei,White
coa de brebèi,White
erba luxi,White
erbaluxi,White
mara bianca,White
rechiliau,White
redagladu,White
redaglàdu,White
retagliada,White
retagliadu,White
retagladu francese,White
retazzadu,White
retelau,White
retellau,White
retigliau,White
ritelau,White
rittadatu,White
rotogliadu,White
rèze,White
petit prié tardif,White
reize verte,White
réze verte,White
rèzi,White
resi,White
ribolla gialla,White
robola,White
avola,White
erbula,White
gargania,White
garganja,White
glera,White
goricka ribola,White
jarbola,White
jerbula,White
pignolo,White
rabiola,White
rabola,White
rabolla,White
rabolla dzhalla di rozatsio,White
rabuele,White
raibola,White
rebolla,White
reboula jaune,White
rébula,White
rebula bela,White
rebula rumena,White
rebula zuta,White
refosco bianco,White
ribola,White
ribola bijela,White
ribola djiala,White
ribolla,White
ribolla bianca,White
ribolla dzhalla,White
ribolla gialla di rosazz,White
ribolla gialla di rosazzo,White
ribollat,White
ribuela,White
ribuele,White
ribuele zale,White
ribula zuta,White
ribuole,White
robolla,White
rosazzo,White
rumena rebula,White
teran bijeli,White
zelena rebula,White
riesling,White
johannisberg riesling,White
rheinriesling,White
klingelberger,White
beregi riesling,White
beyaz riesling,White
biela grasevina,White
dinca grasiva biela,White
edelriesling,White
edle gewuerztraube,White
feher rajnai,White
gentil aromatique,White
gentile aromatique,White
gewuerzriesling,White
gewuerztraube,White
graefenberger,White
graschevina,White
grasevina rajnska,White
grauer riesling,White
grobriesling,White
hochheimer,White
johannisberg,White
johannisberger,White
karbacher riesling,White
kastellberger,White
kis rizling,White
kleigelberger,White
kleiner riesling,White
kleinriesler,White
kleinriesling,White
klingelberger,White
krauses,White
krausses roessling,White
lipka,White
moselriesling,White
niederlaender,White
oberkircher,White
oberlaender,White
petit rhin,White
petit riesling,White
petracine,White
pfaelzer,White
pfefferl,White
piros rajnai rizling,White
pussilla,White
raisin du rhin,White
rajinski rizling,White
rajnai rizling,White
rajnski ruzling,White
rano,White
reichsriesling,White
reissler,White
remo,White
rendu,White
reno,White
renski rizling,White
rezlik,White
rezlin,White
rezlink,White
rhein riesling,White
rheingauer,White
rheinriesling,White
rhiesling,White
riesler,White
riesling bianco,White
riesling blanc,White
riesling de rhin,White
riesling echter weisser,White
riesling edler,White
riesling gelb mosel e43,White
riesling giallo,White
riesling grosso,White
riesling gruener mosel,White
riesling mosel,White
riesling reinskii,White
riesling rhenan,White
riesling rhine,White
rieslinger,White
rislinenok,White
rislinok,White
rizling linner,White
rizling rajinski,White
rizling rajnai,White
rizling rajnski,White
rizling reinskii,White
rizling rynsky,White
roessling,White
rohac,White
rossling,White
rosslinger,White
ruessel,White
ruessling,White
russel,White
ryn-riesling,White
ryzlink rynsky,White
starosvetske,White
starovetski,White
szürke rizling,White
uva pussila,White
weisser riesling,White
rieslaner,White
rkatsiteli,White
robola,White
asporombola,White
asprorobola,White
asprorompola,White
robbola,White
robola aspri,White
robola kerini,White
rombola,White
rombola aspri,White
rompola,White
roditis,White
rhoditis,White
rollo,White
romorantin,White
blanc de villefranche,White
celle bruere,White
dameri,White
daneri,White
danesy,White
dannery,White
framboise,White
gros blanc de villefranche,White
gros plant de villefranche,White
lyonnaise blanche,White
maclon,White
petit dannezy,White
petit maconnais,White
plant de breze,White
raisin de grave,White
ramorantin,White
romoranten,White
romorantin blanc,White
saint amand,White
verneuil,White
rossese bianco,White
none,White
roter veltliner,White
ariavina,White
ariavina männliche,White
bakor,White
belo ocka,White
belo oka,White
buzyn,White
cerveny muskatel,White
crvena valtelina,White
crvena valtelinka,White
csucsos bakor,White
debela ariavina,White
dreimänner,White
erdezha,White
erdezha shopatna,White
erdezka rabolina,White
fedleiner,White
feldleiner,White
feldleiner rothlichter,White
feldliner,White
feldlinger,White
feltliner,White
fleisch roter velteliner,White
fleisch roter wälteliner,White
fleisch traminer,White
fleischroter traminer,White
fleischrother velteliner,White
fleischrother veltliner,White
fleischtraminer,White
fleischtraube,White
fleischtraube rot,White
fleischweiner,White
grosbrauner velteliner,White
grossbrauner,White
grosse fleischtraube,White
grosser fleischtraube,White
grosser roter veltliner,White
grosser rother välteliner,White
grosser rother veltliner,White
grosser traminer,White
grosser välteliner,White
grosser velteliner,White
grosswiener,White
herera rhaetica,White
herera valtellina,White
kecskecsecs,White
krdeca,White
männliche ariavina,White
mannliche,White
maucnjk,White
mavcnik,White
mavenick,White
mavenik,White
moseavina,White
moslavina,White
muscateller,White
muskatel cerveny,White
nagy veltelini,White
nagysagos,White
nyulsölö,White
nyulszölö,White
piros veltelini,White
pirosveltelin,White
pirosveltelini,White
rabolina,White
raifler,White
raisin de saint valentin,White
ranfler,White
ranfolica,White
ranfolina,White
ranfoliza,White
raufler,White
raufolica,White
rebalina,White
rebolina,White
red veltliner,White
reifler,White
rhaetica,White
riegersburger rothköpfel,White
riegersburger rothtöpfel,White
rivola tchervena,White
rossera,White
rossola,White
rote fleisch traube,White
rote fleischtraube,White
rote fleischtrauble,White
roter,White
roter muskateller,White
roter riesling,White
roter välteliner,White
roter velteliner,White
roter veltiner,White
roter veltliner,White
rotgipfler,White
rothe shopatna,White
rothe shopotna,White
rothe velteliner,White
rother fleischtraube,White
rother muscateller,White
rother raifler,White
rother riesling,White
rother välteliner,White
rother velteliner,White
rother veltliner,White
rother zierfahnler,White
rothgipfler,White
rothlichter,White
rothreifler,White
rotmehlweisser,White
rotmuskateller,White
rotreifler,White
rudeca,White
ryvola cervena,White
ryvola crvena,White
saint valentin rose,White
saint valentinrose,White
shopatna,White
shopotna,White
somsölö,White
spaete ranfoliza,White
st valentin,White
tarant cerveny,White
tarant rot,White
todtraeger rotreifler,White
traminer,White
uva di san valentino,White
valentin,White
valentin rouge,White
välteliner,White
välteliner roter,White
valtelin rouge,White
valteliner,White
vältliner,White
valteliner rosso,White
valteliner rouge,White
valteliner tardif,White
veltelin piros,White
veltelin rosso,White
velteline rouge,White
velteliner,White
velteliner rose,White
velteliner roso,White
velteliner roter,White
velteliner rother,White
velteliner rouge,White
veltelini piros,White
veltlinac crveni,White
veltliner,White
veltliner rosso,White
veltliner rot weiss,White
veltliner roth,White
veltliner rother,White
veltliner rouge,White
veltlini piros,White
veltlinske cervene,White
veltlinski rozovii,White
veltlinskii rozovii,White
veltlinsky rosovy,White
vernyeges veltelini,White
verrnyeges veltelini,White
weisser raifler,White
weissholzige ribula maucnjk,White
ziegelroth,White
rotgipfler,White
roupeiro,White
codega,White
roussanne,White
barbin,White
bergeron,White
courtoisie,White
fromental,White
fromental jaune,White
fromenteal,White
fromenteau,White
greffon,White
greffou,White
martin cot,White
petite rousette,White
picotin blanc,White
plant de seyssel,White
rabellot,White
rabelot,White
ramoulette,White
rebellot,White
rebolot,White
remoulette,White
roussane,White
roussane blanc,White
roussanne blanc,White
roussette,White
rusan belyi,White
rusan blan,White
rovello bianco,White
roviello,White
rovello,White
greco muscio,White
grecomusc,White
sabro,White
sacy,White
tresallier,White
aligoté vert,White
blanc de pays,White
blanc moulin,White
blanc vert,White
fairené,White
farié,White
farinier blanc,White
ferné,White
fernet,White
ferney,White
gros blanc,White
menu blanc,White
peut blanc,White
pivoine,White
plant d'essert,White
plant de sacy,White
sassy,White
souche,White
terzari,White
tres sailier,White
tresalier,White
tresallier,White
tressaillier,White
tressalier,White
tressallier,White
trezaguier,White
trezailhi,White
trezali,White
trezari,White
weissklemmer,White
ste marie,White
saint-pierre doré,White
cerceau,White
epinette,White
epinette blanc,White
epinette blanche,White
firminhac,White
lucane,White
per dore,White
roussellou,White
saint-clair,White
saint come,White
saint pierre,White
san per dore,White
saint-pierre de l'allier,White
sarfeher,White
sárfehér,White
sauvignon blanc,White
sauvignon gris,White
beyaz sauvignon,White
blanc doux,White
blanc fume,White
bordeaux bianco,White
douce blanche,White
feher sauvignon,White
feigentraube,White
fie,White
fie dans le neuvillois,White
fume,White
fume blanc,White
fume surin,White
genetin,White
gennetin,White
gentin a romorantin,White
gros sauvignon,White
libournais,White
melkii sotern,White
muskat silvaner,White
muskat sylvaner,White
muskatani silvanec,White
muskatni silvanec,White
muskatsilvaner,White
painechon,White
pellegrina,White
petit sauvignon,White
picabon,White
piccabon,White
pinot mestny bely,White
pissotta,White
puinechou,White
punechon,White
punechou,White
quinechon,White
rouchelin,White
sampelgrina,White
sarvonien,White
sauternes,White
sauvignon,White
sauvignon bianco,White
sauvignon bijeli,White
sauvignon blanco,White
sauvignon fume,White
sauvignon gros,White
sauvignon jaune,White
sauvignon jeune,White
sauvignon petit,White
sauvignon vert,White
sauvignon white,White
savagnin,White
savagnin blanc,White
savagnin musque,White
savagnou,White
savignon,White
servanien,White
servonien,White
servoyen,White
souternes,White
sovinak,White
sovinjon,White
sovinjon beli,White
sovinon,White
spergolina,White
surin,White
sylvaner musque,White
uva pelegrina,White
weisser sauvignon,White
zöld ortlibi,White
sauvignon vert,White
sauvignonasse,White
friulano,White
tocai friulano,White
sauvignonasse,White
friulano,White
tokaj,White
jakot,White
savagnin,White
savagnin blanc,White
traminer,White
auvernat blanc,White
bon blanc,White
forment,White
formentin blanc,White
fraentsch,White
fromenteau,White
gentil blanc,White
gruenedel,White
princ bily,White
printsch grau,White
ryvola bila,White
schleitheimer,White
servoyen blanc,White
traminer d'ore,White
traminer weiss,White
savatiano,White
scheurebe,White
alzey s 88,White
dr wagnerrebe,White
s 88,White
sämling,White
sämling 88,White
scheu,White
scheu 88,White
scheu riesling,White
schönburger,White
sémillon,White
septiner,White
sercial,White
cerceal,White
esgana cão,White
esgana,White
sereksia,White
băbească albă,White
aldarusa,White
asil kara,White
asîl kara,White
băbească,White
babeasca,White
babiasca niagra,White
babiaska niagra,White
bobiaska niagra,White
bobyaksa nigra,White
bobyaska nyagra,White
căldărușă,White
caldarusa,White
chernyi redkii,White
chernyl redkyl,White
ciornai redchii,White
crăcană,White
cracana,White
crăcǎnatǎ,White
cracanata,White
crecanate,White
goldaroucha,White
grossmuttertraube,White
hexentraube,White
kaouchanskii,White
koldaroucha,White
koldarusha,White
koldursha,White
koptchak,White
koptchakk,White
krekanat,White
krekanate,White
racanata,White
rară neagră,White
răşchirată,White
raschirata,White
rastopirka,White
rastopyrka,White
rastrepa,White
rastreppa,White
rastriopa,White
redkyi chernyi,White
rekhavo grazdi,White
rekhavo grozdi,White
rekhavo grozdy,White
richkirate,White
richkiriata,White
riedkym,White
rimtsurate,White
rimtzourate,White
rindsourata,White
rishki rate,White
rossmuffertraube,White
rostopiska,White
rostopoveska,White
rychkirate,White
rymourate,White
rympurate,White
ryshkirate,White
saesser,White
sassep,White
sasser,White
serecsia,White
serecsia ciornaia,White
serectia,White
sereksia,White
sereksia chornaya,White
sereksiya,White
sereksiya chernaya,White
sereksiya tschiornaya,White
serexia,White
serexia noir,White
serexia tcheurnaia,White
sesser,White
stropaty,White
stropatyi,White
tchernyi redkii,White
tcheurny redky,White
timofeevka,White
tsotler,White
tsotlyar,White
sideritis,White
siegerrebe,White
alzey 7957,White
az 7957,White
scheu 7957,White
sieger,White
silvaner,White
sylvaner,White
österreicher,White
arvine,White
arvine grande,White
augustiner weiss,White
beregi szilvani,White
boetzinger,White
clozier,White
cynifadl zeleny,White
cynifal,White
fliegentraube,White
frankenriesling,White
frankentraube,White
fueszeres szilvani,White
gamay blanc,White
gentilvvert,White
gros rhin,White
gros-rhin,White
gruen silvaner,White
gruenedel,White
gruenfraenkisch,White
grün silvaner,White
haeusler schwarz,White
johannisberger,White
mishka,White
momavaka,White
monterey riesling,White
moravka,White
movavka,White
muschka,White
mushza,White
musza,White
nemetskii rizling,White
oesterreicher,White
oestreicher,White
pepltraube,White
picardon blanc,White
picardou blanc,White
plant du rhin,White
rhin,White
rundblatt,White
salfin,White
salfine bely,White
salvaner,White
salviner,White
scharvaner,White
scherwaner,White
schoenfeilner,White
schwaebler,White
schwuebler,White
sedmogradka,White
sedmogradska zelena,White
selenzhiz,White
selivan,White
silvanske zelene,White
sonoma riesling,White
sylvan zeleny,White
sylvaner,White
sylvaner verde,White
szilvani feher,White
tschafahnler,White
yesil silvaner,White
zelencic,White
zeleny,White
zierfandler,White
zierifandel,White
zinifal,White
zoeld szilvani,White
zoeldsilvaniб syilvaner,White
siylvaner,White
sylvaner vert,White
grüner sylvaner,White
grünfraenkisch,White
franken riesling,White
grüner silvaner,White
mátrai muskotály,White
smederevka,White
souvignier gris,White
fr 392-83,White
freiburg 392-83,White
spagnol,White
sultana,White
sumoll blanc,White
sumoi blanc,White
sumoll blanco,White
symphony,White
tamarêz,White
tamares,White
crato branco,White
tamîioasa,White
tămâioasă românească,White
tamianka,White
taminga,White
tempranillo blanco,White
albana,White
cencibel de la mancha,White
forenses,White
temprana,White
tempranilla,White
tempranillo de la rioja,White
tinto de la rioja,White
tinto fino,White
téoulier,White
brun,White
grand téoulier,White
gros teoulier,White
manosquen,White
manosquin,White
petit téoulier,White
petit thuilier,White
petit thulier,White
plant de manosque,White
plant de porto,White
plant dufour,White
taurier,White
teinturier téoulier,White
thuillier,White
teoulie,White
teoulier,White
thuilier,White
thuillier noir,White
trouillère,White
terrantez,White
morrao,White
murrao,White
pe de perdiz,White
pe de perdrix,White
pied de perdix,White
terrantes,White
terret gris,White
bourret,White
tarret,White
terrain,White
terret bourret,White
terret rose,White
thrapsathiri,White
timorasso,White
morasso,White
timuassa,White
timoraccio,White
timorazza,White
timorosso,White
torrontés,White
torontel,White
moscatel de austria,White
see wiki page,White
tourbat,White
torbato,White
canina,White
caninu,White
cuscosedda bianca,White
malvoisie des pyrenees orientales,White
malvoisie du roussillon,White
malvoisie tourbat,White
razola,White
torbat,White
torbato,White
torbato bianco,White
trubat iberica,White
trubau,White
turbato,White
turbau,White
trbljan,White
trebbiano,White
ugni blanc,White
lbano,White
albana secco,White
biancone,White
blanc auba,White
blanc de cadillac,White
blancoun,White
bobiano,White
bonebeou,White
branquinha,White
brocanico,White
bubbiano,White
buriano,White
buzzetto,White
cadillac,White
cadillate,White
castelli,White
castelli romani,White
castillone,White
chator,White
clairette d'afrique,White
clairette de vence,White
clairette ronde,White
engana rapazes,White
espadeiro branco,White
falanchina,White
greco,White
gredelin,White
hermitage white,White
juni blan,White
lugana,White
malvasia fina,White
muscadet aigre,White
padeiro branco,White
perugino,White
procanico,White
procanico dell isola d elba,White
procanico portoferraio,White
queue de renard,White
romani,White
rossan de nice,White
rossetto,White
rossola,White
rossula,White
roussan,White
rusciola,White
saint emilion,White
saint emilion des charentes,White
santoro,White
shiraz white,White
spoletino,White
talia,White
trebbianello,White
trebbiano,White
trebbiano della fiamma,White
trebbiano di cesene,White
trebbiano di empoli,White
trebbiano di lucca,White
trebbiano di tortona,White
trebbiano fiorentino,White
trebbiano toscano,White
trebbianone,White
tribbiano,White
tribbiano forte,White
turbiano,White
ugni blanc,White
bouan,White
beau,White
thalia,White
trebbiano di soave,White
trebbiano romagnolo,White
trebbiano gallo,White
trebbiano d'abruzzo,White
treixadura,White
trajadura,White
treixadura blanca,White
teixadura blanca,White
tragadura,White
trinca dente,White
trincadente,White
trincadeira,White
verdello rubio,White
trousseau gris,White
grey riesling,White
baratszölö,White
chauche gris,White
francia szürke,White
goundoulenc,White
gray riesling,White
grey riesling,White
gris de salces,White
gris de salses,White
guindolenc,White
guindoulenc,White
hamu szölö,White
hamuszölö,White
nagyvati,White
sals,White
sals cenusiu,White
salses gris,White
shome seryi,White
sose serii,White
terret d'afrique,White
tsaoussi,White
tsolikauri,White
vega,White
dalmasso 2-26,White
id 2,White
26,White
incrocio dalmassso ii,White
26,White
verdea,White
colombana,White
colombana bianca,White
colombana del picciolli,White
colombana di peccioli,White
colombano,White
doree d'italia,White
doree d'italie,White
gambo rosso,White
paradisa,White
paradisa di bologne,White
paradssiotto,White
paradizia,White
s colombano,White
san colombano,White
san colombano paradiso d'italia,White
sancolombana,White
vardea,White
verdea di montalto,White
verdecana,White
verdicchio giallo,White
verdeca,White
albese bianco,White
albina verde,White
alvino verde,White
biancolina,White
carosella,White
primarulo,White
san gennaro,White
tivolese,White
uva marana,White
verdacchio,White
verde,White
verdea,White
verdera,White
verdesca,White
verdicchio bianco,White
verdicchio femmina,White
verdicchio verde,White
verdicchio peloso,White
verdichio tirolese,White
verdichio tivolese,White
verdicella,White
verdigno,White
verdisco,White
verdisco bianco,White
verdisio bianco,White
verdolino,White
verdone,White
vino verde,White
verdejo,White
verdelho,White
gouveio,White
verdello,White
verdello,White
verdetto,White
verdesse,White
bian ver,White
bian vert,White
blanchette,White
clairette de chindrieux,White
clairette précoce,White
dongine,White
etraire blanche,White
verdasse,White
verdea,White
verdêche,White
verdesse muscade,White
verdeze musqué,White
verdeze musquée,White
verdicchio,White
boschera bianca,White
giallo,White
maceratese,White
maggiore,White
marchigiano,White
mazzanico,White
niuivres,White
peloso,White
peverella,White
peverello,White
peverenda,White
peverise bianco,White
pfeffer,White
pfeffertraube,White
terbiana,White
torbiana,White
trebbiano di lugana,White
trebbiano di soave,White
trebbiano verde,White
trebbiano veronese,White
turbiana,White
turbiana moscato,White
turbiano,White
turviana,White
uva aminea,White
uva marana,White
verdello duro persico,White
verdicchio bianco,White
verdicchio dolce,White
verdicchio doratel,White
verdicchio doratello,White
verdicchio giallo,White
verdicchio marchigiano,White
verdicchio marino,White
verdicchio peloso,White
verdicchio scroccarello,White
verdicchio seroccarello,White
verdicchio straccione,White
verdicchio stretto,White
verdicchio verdaro,White
verdicchio verde,White
verdicchio verzaro,White
verdicchio verzello,White
verdone,White
verzaro,White
verzello verde,White
verdiso,White
verdia,White
groppeta,White
pedevendia,White
perduti perevenda,White
peverenda,White
verdia,White
verdia de campagna,White
verdia bianca di conegliano,White
verdiga,White
verdiger,White
verdisa,White
verdisa bianca trevignana,White
verdisa grossa,White
verdisco,White
verdise,White
verdise bianca,White
verdisio,White
verdiso gentile,White
verdiso zentil,White
verdisone,White
verdiza,White
verdisot,White
verdoncho,White
verduzzo,White
ramandolo,White
romandolo,White
verdana friulana,White
verdicchio friulano,White
verduc,White
verduz,White
verduza,White
verduzzo friulano,White
verduzzo giallo,White
veduzz,White
verduzo,White
verduzzo verde,White
verduzzo trevigiano,White
ramandolo,White
romandolo,White
verdana friulana,White
verdicchio friulano,White
verduc,White
verduz,White
verduza,White
